image,gt,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit\VOC2012\JPEGImages\2008_000042.jpg,['car'],2.2233754862099886e-05,0.35613098740577703,0.0004676553362514824,0.0026181777939200397,0.00025922595523297787,0.0009385407320223748,0.4883303940296173,3.225077671231702e-05,1.343399617326213e-05,0.00047793332487344736,8.778691835686915e-07,5.486755617312156e-05,8.136376709444448e-05,5.941787821939215e-05,8.765658276388422e-05,0.0001563996629556641,0.0005076341331005096,5.300659177009948e-05,0.10951930284500122,8.12587131804321e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000043.jpg,"['chair', 'diningtable']",4.66770252387505e-05,0.001293039065785706,0.00013030947593506426,5.098426117911004e-05,0.021621858701109886,1.2591577615239654e-05,2.2648062440566722e-05,7.808564259903504e-05,0.9999796152114868,3.664995529106818e-05,0.9960345625877379,3.3733042073436075e-05,3.487510548438877e-05,2.575724465714302e-06,9.412525105290116e-05,0.0010066819377243519,9.34816307562869e-06,0.009604298509657385,0.000703627651091665,0.0040707504376769075
../data/VOCdevkit\VOC2012\JPEGImages\2008_000050.jpg,['car'],0.0013913805596530435,0.0010300870053470137,2.7079344363301058e-05,0.00251788878813386,0.00016218540258705616,0.002273856429383159,0.9999804496765136,8.322529174620286e-05,7.082783213263609e-07,0.0002020517858909443,5.182350264476554e-07,7.337152783293277e-05,4.78684414702002e-05,0.0003757784143090248,0.0003606292302720249,5.036315997131169e-06,6.224773096619174e-05,6.058565759303748e-06,0.0021749362349510197,2.5258277673856355e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000051.jpg,"['bottle', 'chair', 'person']",4.606150469044224e-05,6.812877109041438e-05,2.531122845539357e-05,0.00013529548596125096,0.999946355819702,0.00013691175263375044,1.7398531781509522e-05,4.662755236495286e-05,0.001665171468630433,0.0003430497308727353,0.007279553450644015,9.534843411529437e-05,2.197366120526567e-05,2.7829513783217408e-05,0.9710941910743712,0.007631932385265826,1.7693811969365925e-05,0.0009753234335221349,7.841530896257609e-05,0.009280294179916382
../data/VOCdevkit\VOC2012\JPEGImages\2008_000052.jpg,"['car', 'person']",0.002084198174998164,0.000744037504773587,4.043662556796335e-05,0.000958358868956566,4.063636879436672e-05,0.0005981292924843729,0.6003541350364685,6.934226803423372e-06,4.728990461444481e-06,4.818197703571059e-05,6.354312063194811e-06,0.00039405463030561805,2.748201768554281e-05,0.001053430256433785,0.06803299486637115,7.098561763996258e-05,3.504680717014708e-05,4.1126691940007725e-05,0.10083083808422087,2.0551917259581387e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000054.jpg,['bird'],0.0017383776139467955,1.9036206140299328e-06,0.9980797767639159,4.124369297642261e-05,4.2416642827447504e-05,1.819779026845936e-05,0.0002222261973656714,8.450247150904032e-07,0.00014045667194295677,0.0007845534128136933,1.988918666029349e-05,2.934003532573115e-05,7.984145668160638e-06,4.1978339140769094e-05,6.987393135204912e-06,1.542373695428978e-08,0.003158786566928029,2.046576264547184e-05,6.970193499000743e-05,3.9525199099443846e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000056.jpg,['cat'],1.115963368647499e-05,3.4544333175290376e-05,1.1598733181017453e-05,0.000564138637855649,0.0001001152631943114,0.00010955517063848674,2.303605833731126e-05,0.9997157454490662,1.5475385453100896e-06,5.689358658855781e-05,3.4177492125309072e-06,9.135055734077467e-06,3.103352582911612e-06,0.0003202130901627242,0.00022980253561399877,2.096679418173153e-05,2.7394387871026996e-05,1.604835233592894e-05,1.8459553757566027e-05,0.0001437656464986503
../data/VOCdevkit\VOC2012\JPEGImages\2008_000059.jpg,['dog'],1.929693462443538e-05,1.8179576727561653e-05,1.654678453633096e-05,7.076960173435509e-05,0.0013824602356180546,6.447250780183822e-05,0.003750927746295929,8.799035640549846e-06,0.00012449632049538195,0.0007143468828871846,2.2093583993409997e-06,0.9996871948242188,0.0005681514739990233,4.357397119747475e-05,0.007634757086634636,1.0372835276939439e-05,7.684544107178226e-05,0.0010557309724390507,4.408582026371733e-05,0.0002408212167210877
../data/VOCdevkit\VOC2012\JPEGImages\2008_000062.jpg,['cat'],2.8423590265447277e-05,7.349974475800991e-05,0.0005760937347076832,0.0001357981382170692,0.0002074150543194264,1.8140281099476848e-05,7.259710855578305e-06,0.9844054579734802,2.542882100442512e-07,1.676598913036287e-05,5.962544378235179e-07,1.86484739970183e-05,4.924922450300073e-06,0.00022221349354367706,0.0004517098423093557,6.486281199613586e-05,0.0003117301093880087,6.8338877099449755e-06,0.00014616553380619737,7.668460057175253e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000064.jpg,['aeroplane'],0.9975473284721376,7.060377538437024e-05,4.689760316978209e-06,0.0004538129433058202,4.135357448831201e-05,0.00012439428246580064,0.05839023739099504,8.352789154741913e-05,0.0017823192756623032,0.00011592055670917034,1.4028707482793836e-05,7.879457371018361e-06,2.7833257263409905e-05,1.8369782992522232e-05,0.0006115346332080662,1.948323188116774e-06,2.6464003894943744e-05,6.48004015602055e-06,0.000486761360662058,9.895049515762366e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000067.jpg,"['chair', 'person']",0.00022364121105056256,5.0502734666224576e-05,1.7629621652304195e-05,0.03952305763959885,0.0027129475492984056,4.2531471990514553e-05,3.390119309187867e-05,2.741453499766067e-05,0.19664636254310608,0.0001555621711304411,0.0010881242342293262,0.0001313027023570612,2.1227954221103573e-06,5.959189820714527e-06,0.9910894632339478,9.959697490558028e-05,2.677193697309121e-05,8.167058695107697e-05,0.0022654426284134392,0.01599334180355072
../data/VOCdevkit\VOC2012\JPEGImages\2008_000073.jpg,['cow'],9.95396590042219e-07,0.0014168397756293414,0.0007534838514402509,6.949871021788567e-05,0.0010704456362873316,8.486823935527353e-05,9.243150998372583e-06,0.02320480160415173,0.0009173882426694037,0.4573011696338654,3.5454402677714825e-05,0.2584623694419861,9.56115618464537e-05,4.161594551987946e-05,0.002606387482956052,8.205011545214802e-05,0.017467688769102097,0.008944385685026646,0.00047831391566433007,0.0002741933858487755
../data/VOCdevkit\VOC2012\JPEGImages\2008_000075.jpg,['bus'],6.549710815306753e-05,0.00016681478882674128,2.7039941414841447e-05,0.0002273774152854457,6.413824394257973e-06,0.9999982118606568,7.040510536171496e-05,1.0892985301325098e-05,7.735467306702049e-07,3.118022868875414e-05,1.4322649803943934e-05,8.046356379054487e-05,3.653033445516485e-06,3.0535757105099044e-05,0.4414551258087158,3.518406174407573e-06,4.253301449352875e-05,3.146927338093519e-05,3.4720571875368486e-06,1.93929754459532e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000076.jpg,['horse'],2.4008966647670604e-05,3.470239244052209e-05,3.531059337547049e-05,8.246899960795417e-05,0.004069596529006958,0.00021034345263615248,0.0006605632952414452,0.013729769736528395,1.846011946327053e-05,0.0012082918547093868,4.175412323093042e-05,0.7263297438621521,0.4465042650699616,2.657178629306145e-05,0.00039494011434726417,0.003656509565189481,0.00011048204760299996,0.00046151081915013487,0.0001652399223530665,0.00030170139507390564
../data/VOCdevkit\VOC2012\JPEGImages\2008_000078.jpg,['dog'],1.5695386537117887e-05,7.943510718178004e-05,3.776534640564933e-07,3.356198430992663e-05,0.003187656868249178,0.00014694657875224948,0.001963537884876132,0.000737025635316968,0.0011768081458285449,0.004550904966890812,2.7535149911273042e-06,0.9587514996528624,1.4558201655745505e-05,0.00023187647457234561,0.0012543280608952045,8.396967132284773e-06,0.00043067734804935753,0.00042404053965583444,9.952200343832374e-06,0.0005905680009163916
../data/VOCdevkit\VOC2012\JPEGImages\2008_000080.jpg,['dog'],0.00019904246437363327,0.0001419142645318061,1.788059535101638e-06,6.938308797543868e-05,0.0007271739304997027,0.00016362906899303198,0.00011276780423941091,1.0552829508014838e-06,1.5193431863735896e-05,0.0019316982943564653,5.2957479056203745e-05,0.9993853569030762,2.426677747280337e-05,2.711050728976261e-05,0.000212719343835488,4.820031244889833e-05,0.00013681934797205028,0.00025725257000885904,2.7484060410643e-05,0.0002846973075065762
../data/VOCdevkit\VOC2012\JPEGImages\2008_000082.jpg,"['boat', 'motorbike', 'person']",0.0362854041159153,1.654239895287901e-05,2.437476541672368e-05,0.0015897342236712575,0.00023770326515659693,4.6420271246461205e-05,7.605140854138881e-05,9.093448056773924e-07,3.7049733236926832e-06,0.00016428255185019225,1.2316660104261246e-05,1.4334455045172946e-05,0.0002266151568619534,0.9963880777359008,0.8094956278800964,4.4570129830390215e-05,3.183501758030616e-05,2.257332562294323e-05,7.827156514395028e-05,5.8477166021475575e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000084.jpg,['sheep'],3.104931238340214e-05,0.0003873053356073797,0.0391090027987957,4.441746204975061e-05,1.5202635040623136e-05,1.5353522030636668e-05,1.0856967492145486e-05,2.7931848762818845e-06,3.946003289456711e-06,0.5555029511451721,2.2455828911915887e-06,2.785232209134847e-05,4.7120952331169966e-06,4.952375093125738e-05,2.2644304408458993e-05,9.472801707488544e-07,0.048036914318799966,0.00018388518947176635,0.0009281478705815973,2.7075395337305966e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000090.jpg,"['bicycle', 'person']",2.2017621859049538e-07,0.8021473288536072,4.962028469890356e-05,0.003310950705781579,0.6315809488296509,0.00028287264285609126,0.099969319999218,2.014159872487653e-05,0.0025865714997053146,0.0006749648600816728,8.773995796218514e-05,0.00017854927864391354,3.326465957798064e-05,0.04159490391612053,1.0,0.003890054766088724,0.003612675005570054,4.999489465262741e-05,0.0008480799151584506,0.0002804360119625926
../data/VOCdevkit\VOC2012\JPEGImages\2008_000107.jpg,['chair'],0.0014230689266696572,0.00011024031118722631,5.0989368901355185e-05,0.0012632036814466119,0.27368748188018804,7.922034274088219e-05,0.10911643505096437,1.9806904674624093e-05,0.21733886003494265,0.0002229186793556437,0.008574088104069233,0.01335881743580103,3.349959661136381e-05,6.870289507787675e-05,0.019812725484371185,0.0007515025208704174,1.937914748850744e-05,0.519607663154602,3.566988743841648e-05,0.8333554863929749
../data/VOCdevkit\VOC2012\JPEGImages\2008_000115.jpg,"['cat', 'chair']",1.50180430864566e-05,0.0010268198093399403,5.1638322474900626e-05,0.0012644346570596099,0.009513099677860735,8.969430200522766e-05,0.00017852611199487,0.9829574227333068,3.021218253707048e-05,8.570535283070059e-05,2.0334735381766226e-05,0.005164062604308128,2.097139940815396e-06,0.00016072993457783016,0.0009124007192440332,0.00026508368318900466,3.9398000808432705e-05,0.0014045379357412455,4.407934466144071e-05,2.7304040486342277e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000116.jpg,['cat'],7.111873969734006e-07,0.0009154497529380023,0.005134563893079758,5.1856488425983116e-05,0.040226545184850686,1.3367044630285816e-05,7.425832791341237e-06,0.998307466506958,2.5673275558801838e-06,1.2992017218493855e-05,2.206772478530184e-06,3.887683487846516e-05,1.7309145050603547e-07,0.00014550099149346352,1.623682510398794e-05,0.00012102205073460935,1.476536567679432e-06,7.937323971418665e-05,0.00017290310643147674,5.8787205489352345e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000119.jpg,['horse'],7.720910798525438e-05,0.0002564478782005608,0.001137175364419818,9.624153608456254e-05,0.0005372710293158889,7.908621773822233e-05,0.005944466218352318,3.909156293957494e-05,0.00010131004819413647,0.00010309474600944668,0.00010924335219897328,0.016762014478445053,0.995571494102478,0.00014380416541825983,0.009909387677907944,3.0486817195196636e-05,8.413849718635902e-05,0.000256415834883228,0.00032313750125467777,1.8590391846373677e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000120.jpg,['boat'],9.976265573641284e-05,9.029803914017977e-05,0.00020273182599339637,0.8888388872146606,2.341348044865299e-05,0.00045939281699247664,0.003285988001152873,7.869042747188361e-06,0.00045727039105258877,2.543946175137535e-05,2.315025540156057e-06,1.2113285265513694e-05,1.2446142136468554e-05,6.451408012253523e-07,6.19957281742245e-05,1.2145906111982185e-05,5.671693998010596e-06,1.4504269074677725e-06,0.26943880319595337,3.787028617807664e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000123.jpg,['bird'],0.033209580928087234,9.698871508589946e-06,0.9579986929893494,0.00026485757553018635,2.123297463185736e-06,8.163671736838296e-05,7.625052239745854e-05,1.7893125914270055e-05,0.0008767612162046133,0.0001634692307561636,3.7091876947670235e-06,9.2690142992069e-06,1.876799069577828e-05,2.325164859939832e-05,8.600224532528955e-08,3.5590517200034814e-06,1.838557363953441e-05,1.2063897884218022e-05,2.648382360348478e-05,6.746365670551312e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000133.jpg,"['bicycle', 'car']",8.885019269655459e-06,0.9996022582054138,6.758053132216446e-06,3.24142565659713e-05,0.003985291812568903,0.0006076607969589531,0.8545964956283569,0.0004244113515596837,2.1884196030441668e-05,5.947995305177756e-05,1.0182424148297287e-07,9.498598956270143e-06,1.2601577736859328e-06,0.0017127172322943807,2.8970942366868254e-05,0.0004927092813886702,2.05495653062826e-05,2.6409481961309207e-06,0.00023269746452569962,1.812429673009319e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000134.jpg,['bird'],0.9995237588882446,1.1812660886789672e-05,0.001252142945304513,0.00048163824249058967,2.9868868296034638e-05,9.573855641065164e-05,8.201711170841008e-05,9.225863323081283e-06,0.0008264292846433817,0.00021075642143841836,7.677058601984753e-05,0.0002292160788783804,8.425177657045424e-05,5.087915633339435e-05,0.00033887248719111085,6.390758790075779e-05,0.0002431027824059129,4.203049684292637e-05,0.00012183872604509817,2.90060525003355e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000138.jpg,"['dog', 'person']",6.237703200895339e-05,0.0011320512276142836,0.0005887799197807907,0.002362268511205912,0.00018846345483325425,0.0006265267147682607,0.0004771842795889825,2.3755230358801786e-05,0.006992161739617586,0.016393357887864113,3.145793016301468e-05,0.0001258167321793735,0.0022225587163120513,0.002214947715401649,0.08908797800540924,0.009561575949192049,0.00018351666221860802,6.39993741060607e-05,0.6891798377037048,0.0008140330901369452
../data/VOCdevkit\VOC2012\JPEGImages\2008_000140.jpg,['boat'],0.023987742140889168,7.316990831895964e-06,0.0006088585359975697,0.9989380240440368,7.678961992496625e-06,0.0001967084244824946,0.0006835486274212599,7.636029295099434e-06,5.7118504628306255e-06,3.2532247132621706e-05,9.184377063320427e-07,6.981576007092372e-05,1.417138810211327e-05,1.5563209672109224e-05,0.0004589313175529241,1.344394240732072e-05,6.006568946759218e-05,2.151528860849794e-06,0.0007286775507964194,1.4014559383213056e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000145.jpg,"['bottle', 'tvmonitor']",0.00048794317990541464,0.0019861157052218914,6.606107945117401e-06,8.262990013463423e-05,0.07878550887107849,0.0001264537131646648,0.0015047164633870125,9.269120710087007e-06,2.7618110834737312e-05,5.350678839022294e-05,5.856254938407802e-05,9.970159590011464e-05,1.806240334190079e-06,0.0030229175463318825,0.003880836302414537,2.844016535163973e-06,1.6578360373387113e-05,2.391849193372764e-06,0.00020786306413356212,0.990022838115692
../data/VOCdevkit\VOC2012\JPEGImages\2008_000149.jpg,"['chair', 'sofa']",0.00019528290431480852,0.0006507514044642447,7.64795477152802e-05,0.001433548517525196,0.0015216571046039462,0.00032583289430476725,0.0003865172911901027,0.0002797889173962176,0.7311463952064514,0.0013441374758258462,0.0003979948814958334,0.0006959202000871301,0.0002190868544857949,7.50182953197509e-05,0.0022612367756664753,0.22488774359226227,2.6735402570921e-05,0.9947387576103209,0.00029619818087667227,0.018114086240530014
../data/VOCdevkit\VOC2012\JPEGImages\2008_000163.jpg,['car'],3.166456508552073e-06,0.0030848181340843443,1.6616553693893366e-05,0.0006278085638768972,0.0001667870965320617,0.009272647090256214,0.9929041266441344,6.464908801717684e-05,3.162094230901857e-07,2.370266156503931e-05,7.549691645181156e-07,0.0018165757646784184,7.40082271022402e-07,4.584483122016536e-06,0.0021745627745985985,0.00013580369704868644,4.083456587977707e-05,5.4706219088984647e-05,0.0004248848126735538,7.546865617769072e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000174.jpg,['car'],0.15010318160057068,7.662569987587631e-05,0.00047324266051873565,0.04280608147382736,0.0012917387066408992,0.0005619386211037637,0.998059332370758,7.878697942942381e-07,1.900607458082959e-06,4.881787026533857e-05,8.741058991290627e-06,0.0010523053351789713,1.7081245459849015e-05,0.00037953793071210384,0.001388010336086154,3.01681302516954e-06,4.324825204093941e-05,0.00012556456204038113,0.00547197787091136,6.179988122312352e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000177.jpg,['horse'],4.740156327898149e-06,2.7428184694144875e-05,0.0010568690486252306,1.0089622264786158e-05,6.527737423311919e-05,0.00013917070464231074,3.634786844486371e-05,5.000179498892976e-06,1.6895115550141778e-05,0.0011674783891066909,4.92930166728911e-06,0.0010258846450597048,0.5489346981048584,2.8821419618907385e-05,0.00010568442667135967,8.400779734074604e-06,0.01632186584174633,2.108077569573652e-05,0.0011528186732903125,6.837564433226362e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000182.jpg,['cat'],0.0006666317931376398,0.00015059209545142949,0.0015833020443096757,0.005015164613723755,0.07175206393003464,0.00015754514606669542,0.0002038187813013792,0.027433598414063454,0.0029264939948916435,0.0018210575217381122,0.003167550545185805,0.0062746936455369,0.0005000142846256496,0.0004741977318190038,0.010289388708770277,0.00048712294665165246,0.031695477664470666,0.0042777801863849154,0.0012792033376172185,0.018197018653154373
../data/VOCdevkit\VOC2012\JPEGImages\2008_000183.jpg,['dog'],3.968923556385562e-05,0.0001257308613276109,0.00045467744348570704,3.9127931813709445e-05,0.006237616762518883,7.475406891899183e-05,0.0002805922122206539,0.011374641209840776,0.00011148934572702272,0.000213730163522996,5.0124934205086895e-05,0.6133483052253723,5.0389204261591665e-05,0.0007603785488754512,0.0016456892481073735,2.531632344471291e-05,0.00034928755485452717,0.0001572397304698825,4.617920058080927e-05,4.465662277652882e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000190.jpg,['train'],0.002945305546745658,0.001632901723496616,0.0017973824869841335,0.0009174423757940533,0.00039047937025316065,0.013825953006744385,0.0009305838029831649,7.683430158067495e-05,0.0003446369373705238,0.005036438349634409,6.341155676636845e-05,0.0004414815921336413,0.00034540973138064146,0.0012799497926607726,0.004394914489239454,9.690698061604051e-05,0.0034128469415009017,0.0004047771508339793,0.9300736784934998,2.8163216484244916e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000194.jpg,"['bicycle', 'person']",0.00012634234735742209,0.998921275138855,3.801244747592136e-05,7.486907270504163e-05,0.0009754833881743252,0.0011637327261269093,0.003200963139533997,5.2788836910622194e-06,0.0016114716418087482,0.0002330476272618398,0.0003839385462924838,0.0005991217331029475,2.264845170429908e-05,7.417997949232812e-06,0.9937626719474792,0.0018363720737397673,3.156792081426829e-05,0.0008713569259271027,0.004947635810822249,0.0012938639847561715
../data/VOCdevkit\VOC2012\JPEGImages\2008_000195.jpg,"['boat', 'person']",2.5749629912752425e-06,0.010488898493349552,0.0031878596637398005,0.020973982289433483,8.44445912662195e-06,1.906832221720833e-05,1.7613927411730398e-05,7.3038044945406e-08,3.274039670486673e-07,0.0002158987772418186,1.8966006791742984e-06,0.00023599469568580392,0.00032629171619191766,0.0017727812519297004,0.9999997615814208,1.6239875549217686e-05,0.0003962122718803585,0.00014398734492715448,5.7505144468450445e-06,0.0003641069051809609
../data/VOCdevkit\VOC2012\JPEGImages\2008_000203.jpg,"['car', 'motorbike', 'person']",6.693799718959782e-07,0.0056018014438450345,0.00019542894733604044,0.00035372714046388865,2.43030081037432e-06,2.3665732442168522e-05,3.3054024243028834e-05,4.817366061615758e-07,1.2780324141203891e-06,0.0025965897366404533,1.1382005595805822e-06,3.452035889495164e-05,6.825922901043668e-05,0.8467091917991638,0.9986918568611144,1.7593495158507717e-06,0.00017734424909576774,1.4987905387897624e-06,0.11806881427764893,7.788395123498049e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000204.jpg,['person'],5.92841661273269e-06,0.059234030544757836,0.0043126498349010944,0.0020325658842921253,0.011441501788794994,0.0015055801486596465,0.14370952546596527,0.0002771126455627382,0.02433677390217781,0.0011405389523133636,2.1334795746952292e-05,0.001308603212237358,0.00012394340592436492,0.0005575316026806831,0.9322254061698914,0.0009905998595058918,0.001942157046869397,0.0005166454357095064,0.02437172643840313,0.001319610746577382
../data/VOCdevkit\VOC2012\JPEGImages\2008_000213.jpg,['person'],1.0574040970823262e-05,0.0003287788713350892,2.720348675211426e-06,8.018926018849015e-05,0.1655150204896927,0.0001422022469341755,0.0015413593500852587,0.00011894881026819348,0.02231534942984581,0.00014430527517106384,8.89358216227265e-06,5.738431354984641e-05,1.847801286203321e-05,0.0006730705499649048,0.9996997117996216,1.189432259707246e-05,4.583509871736169e-05,8.071644515439402e-06,0.0003615884925238788,0.025205429643392563
../data/VOCdevkit\VOC2012\JPEGImages\2008_000215.jpg,['person'],1.391417481499957e-05,6.114339339546859e-05,1.3746144759352319e-05,1.0954564459098036e-05,0.0018710526637732985,9.173083526547998e-06,8.706748303666245e-06,2.378047838647035e-06,0.0003598316397983581,0.0013082262594252825,0.002236078726127744,1.5348676242865622e-05,1.1008959290847995e-06,8.286423508252483e-06,1.0,9.416879038326442e-05,0.00010848916281247513,0.00022355037799570707,7.436373562086375e-05,0.0014893662882968786
../data/VOCdevkit\VOC2012\JPEGImages\2008_000219.jpg,['horse'],7.778352483001072e-06,3.2551113690715276e-05,1.83157990250038e-05,2.431762732157949e-05,6.913376273587346e-05,1.4037901564734055e-05,0.0001630061597097665,2.978088332383777e-06,3.9354954424197786e-06,0.02858905494213104,1.6720465282560323e-05,0.0004574742051772773,0.9998499155044556,7.153972546802835e-05,0.0012448847992345689,9.870265785139054e-05,0.006181168369948864,1.469869675929658e-05,9.310090536018835e-05,4.432950390764745e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000222.jpg,"['cat', 'person']",2.628193942655344e-05,4.7628203901695094e-05,2.3125996449380185e-05,4.8640264139976346e-05,0.00453276326879859,1.2404892913764344e-05,1.4003818250785113e-05,0.8335517644882202,0.0008308252436108887,2.8610611479962245e-05,2.0720710381283425e-05,0.0001817269658204168,4.182350039627636e-06,8.01545593276387e-06,0.9783278107643129,2.2504887965624217e-05,0.00010138349898625164,3.502676190692e-05,1.2131678886362351e-05,0.0027093994431197643
