image,gt,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit\VOC2012\JPEGImages\2008_000042.jpg,['car'],9.233019227394834e-06,0.4278766512870789,0.06384725123643875,0.0019024079665541649,5.572230293182656e-06,0.0065956274047493935,0.5538410544395447,5.467836308525875e-05,7.07777653587982e-05,0.001833193236961961,3.536980875651352e-05,1.7808162738219835e-05,0.0010246953461319206,0.0009852133225649595,0.0007458157488144933,0.0049927053041756144,1.593706110725179e-05,8.606280971434899e-06,0.0005571364308707416,1.221004822582472e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000043.jpg,"['chair', 'diningtable']",3.815248419414274e-05,0.4385873675346375,0.0002870954049285501,4.0274222556035966e-05,0.002148720435798168,0.00017866489361040294,0.002344637643545866,4.199507748126052e-05,0.999685525894165,0.00014898813969921318,0.9930967688560486,1.7863816538010724e-05,0.0006605176604352891,0.0006577473832294345,0.05243093892931938,0.006402473896741867,1.6634945495752618e-05,0.002848372096195817,0.00012665065878536552,0.0011764751980081198
../data/VOCdevkit\VOC2012\JPEGImages\2008_000050.jpg,['car'],0.0007108048303052782,0.0016919972840696573,0.0002322289365110919,0.003571603447198868,4.847445325140143e-06,0.0014566086465492847,0.9890143275260924,0.00018295599147677424,2.480580042174552e-05,0.0005111326463520527,0.00012170843547210095,1.1318000360915906e-05,0.0010159778175875542,0.01302694994956255,0.8149135708808899,7.436044597852742e-06,5.039256575400941e-05,1.4175619071465915e-05,0.00044066883856430655,9.125216820393687e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000051.jpg,"['bottle', 'chair', 'person']",0.00047339429147541523,0.0035226098261773586,9.772145858732983e-05,4.096440898138098e-05,0.01104374136775732,0.00178820569999516,0.0067977020516991615,0.00028666516300290823,0.19121891260147092,2.7541416784515608e-05,0.01173296198248863,0.00010511575965210795,0.0013889266410842538,0.0063491594046354285,0.9885878562927246,7.760934386169538e-05,5.624181994789978e-06,0.03770861402153969,5.9594927733996876e-05,0.0002146344486391172
../data/VOCdevkit\VOC2012\JPEGImages\2008_000052.jpg,"['car', 'person']",0.0017522891284897926,0.04893004894256592,0.00023924895504023882,0.00010376037243986501,1.6098259948194027e-05,0.006560432258993386,0.9835625290870668,5.660001625074074e-05,1.5996703950804658e-05,0.00011043695849366487,0.00014992016076575965,2.090958696499001e-05,0.010812846943736076,0.4754093885421753,0.9997450709342957,1.277480350836413e-06,0.00028937018942087883,5.536242952075554e-06,1.1818746315839235e-05,2.562577037679148e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000054.jpg,['bird'],0.003109343815594912,0.0009680709335952996,0.99634051322937,0.00040754885412752634,0.0006726259016431867,3.467235728749074e-05,0.00047422890202142304,2.4144595954567194e-05,0.0004676845564972608,2.2805497792433013e-05,0.00015841249842196703,0.00025053860736079514,8.836963388603179e-05,0.0006114183925092219,3.2699117582524195e-05,2.4874802875274327e-06,0.0003285767452325672,0.00011320587509544565,8.812270607450046e-06,0.0009977110894396901
../data/VOCdevkit\VOC2012\JPEGImages\2008_000056.jpg,['cat'],9.426235010323579e-06,0.0011180785950273275,1.9434203295531916e-06,1.579581294208765e-05,0.00010925033711828293,0.0004020586202386767,0.0006136529264040291,0.9999839067459106,1.3719433127334923e-06,0.00040070657269097865,1.0983299944200553e-05,0.0003225032123737037,7.367433863691986e-05,0.00025350175565108657,0.0003896423149853945,1.752480557115632e-06,0.00011444649135228246,3.287229992565699e-05,0.0002659999008756131,1.335431647930818e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000059.jpg,['dog'],2.8172082238597795e-05,0.0021491528023034334,1.9119086573482488e-05,0.00018835083756130191,4.3456843741296325e-06,0.0005616294220089912,0.005392242223024368,5.538060941034928e-05,2.7834264983539473e-05,0.2277133911848068,2.657665208971593e-05,0.9976110458374025,0.0006890547811053692,0.00031936250161379576,0.009951074607670307,0.00015291786985471842,7.867086242185906e-05,0.00012667383998632428,0.000201377464691177,1.3414550267043525e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000062.jpg,['cat'],8.740458724787459e-06,0.016525177285075188,0.004931415431201458,7.748732605250552e-05,7.8452707384713e-05,0.00012673148012254387,0.00025975640164688235,0.1792539805173874,3.8965357816778117e-05,0.0003575705923140049,4.6746514271944754e-05,0.09013552963733673,0.0002952581853605807,0.00016074035374913365,0.0005612518871203065,0.013457249850034714,0.012900182977318764,0.0019790150690823798,0.00014685231144540012,4.666741006076336e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000064.jpg,['aeroplane'],0.9992394447326659,0.00027925672475248575,2.6948759114020504e-05,2.0913515982101668e-05,1.1038922821171582e-05,4.6046308852965005e-05,0.0029647026676684622,9.566098742652684e-05,3.0867556688463083e-06,3.911558087565936e-05,7.487322363886052e-06,0.00011674265260808171,0.0017974644433707,0.0035577656235545874,0.3663349747657776,1.7763524056135791e-06,2.723144007177325e-06,7.750015356577933e-06,7.361625466728583e-05,4.530908881861251e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000067.jpg,"['chair', 'person']",0.0005902953562326728,6.810986815253273e-05,0.01775820180773735,0.0013723059091717005,0.0002842839458025992,0.00012076900020474568,0.00012502929894253612,0.005242194514721632,0.9553410410881042,2.3670292648603212e-05,0.0029814550653100014,8.763729056227023e-06,0.0004865226801484823,2.0330546249169856e-05,0.7949974536895752,0.00020205101463943717,7.415691470669118e-06,0.010001476854085922,0.0001222699211211875,0.02619318664073944
../data/VOCdevkit\VOC2012\JPEGImages\2008_000073.jpg,['cow'],6.3152428992907525e-06,0.00146499986294657,0.013237549923360348,6.732284236932173e-05,4.044233355671168e-05,4.877585161011666e-05,0.0006986899534240365,0.0018499152502045035,0.00025192982866428787,0.1494210809469223,0.00013225139991845936,0.2990097403526306,0.0006102982442826033,4.1691218939377e-05,8.814756711217342e-07,0.00018515775445848703,0.03294845297932625,0.00023935503850225362,0.0007172900950536133,1.9813383914879527e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000075.jpg,['bus'],3.7830399378435686e-05,0.0012141879415139554,0.0021029345225542784,0.00023802823852747681,1.8078195353155028e-05,0.99994957447052,0.0061237793415784844,0.00031354499515146017,8.581526344642043e-05,9.95231166598387e-05,0.00026739767054095864,0.00019118432828690857,0.011808251030743122,9.922924800775944e-05,0.3364284932613373,1.297134076594375e-05,3.5111741453874856e-05,0.00013187802687752992,7.293796079466121e-05,5.737958417739718e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000076.jpg,['horse'],5.659661837853491e-05,0.0004143421829212457,2.2546068066731092e-05,4.1327119106426835e-05,1.1901095604116564e-05,0.0009858804987743497,0.0001770811650203541,0.0007091924198903142,8.595318649895489e-05,0.008587555959820747,3.5504373954609036e-05,0.6633654832839966,0.9139075875282288,4.57507703686133e-05,0.00037354431697167456,1.1163646377099212e-05,1.8925979020423256e-05,0.00024323354591615498,0.00014851200103294104,5.1826380513375625e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000078.jpg,['dog'],2.4054550522123463e-05,0.0008349196286872028,1.0139936421182938e-05,0.0002378733042860404,2.2461234038928524e-05,0.00022786877525504678,0.0005227781366556883,0.00034572748700156813,1.6158863218151964e-05,0.001914027146995068,1.0150027264899107e-05,0.9993091821670532,0.00010743148595793173,0.0008045959984883666,0.6331846714019775,6.819338159402832e-05,2.121764191542752e-05,0.0005871388129889965,1.4325462871056516e-05,0.00020613196829799563
../data/VOCdevkit\VOC2012\JPEGImages\2008_000080.jpg,['dog'],4.713110683951527e-06,0.0007242129649966955,0.0005097149405628444,0.00023212864471133798,5.091366620035842e-05,0.0018722953973338008,0.0072160642594099045,0.0004105942498426885,1.5564693967462514e-05,0.00037073099520057434,7.438342890964122e-06,0.9998181462287904,0.005823624785989523,1.8229993656859733e-05,0.003450898919254541,6.119945464888588e-05,5.588547082879813e-06,0.00015681613876949996,2.407346300969948e-06,0.001864570309408009
../data/VOCdevkit\VOC2012\JPEGImages\2008_000082.jpg,"['boat', 'motorbike', 'person']",5.546898319153115e-05,0.004377674777060747,6.091507748351432e-05,0.004012678284198046,5.351428990252316e-05,3.0506096663884822e-05,0.0026543114800006147,0.0001190862458315678,1.304814031755086e-05,0.00011541881394805388,8.356111356988549e-05,6.350477178784787e-06,0.010070777498185636,0.999256432056427,0.9999349117279052,2.1483424461621325e-06,9.740839595906435e-05,1.2913651517010296e-05,1.353294692307827e-06,8.123013230942887e-07
../data/VOCdevkit\VOC2012\JPEGImages\2008_000084.jpg,['sheep'],3.579236135919928e-06,7.612418266944587e-05,0.01331300288438797,4.80053095088806e-05,7.180253760452615e-06,1.8419128537061624e-05,0.0005217479192651808,0.004858560860157013,1.2805693586415144e-05,0.026658395305275917,2.1991123503539708e-05,0.0003777630336117,5.225924178375863e-05,3.173744335072115e-05,2.2989866010902915e-06,0.0012862276053056119,0.8142883181571959,5.2235227485653006e-05,0.00012611316924449056,3.939176531275734e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000090.jpg,"['bicycle', 'person']",9.84755388344638e-07,0.8042301535606384,0.00038853142177686095,0.007977862842380999,0.01749604381620884,0.00039816714706830686,0.16453254222869873,0.00011645557242445646,0.008312307298183441,0.00012596270244102925,1.000809879769804e-05,0.00019329719361849132,0.000246386684011668,0.9829492568969728,1.0,0.00012373911158647388,0.0007630905020050704,0.00012182477803435175,1.1196719242434483e-05,1.949059333128389e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000107.jpg,['chair'],0.0001301867741858587,0.0001915088942041621,0.00024260056670755145,0.001567147788591683,0.00026475987397134304,0.00011470542813185602,0.0018638416659086945,0.01981806196272373,0.9926568865776062,6.686097185593098e-05,0.045775167644023895,0.0005151129444129765,0.00036869663745164866,0.000441815034719184,0.012275667861104013,0.0007464652298949659,7.2368516157439436e-06,0.5242599248886108,1.4929267308616543e-05,0.04256270825862885
../data/VOCdevkit\VOC2012\JPEGImages\2008_000115.jpg,"['cat', 'chair']",9.74998783931369e-06,0.001320988405495882,2.9141465347493074e-05,0.00035793348797596986,0.00016996572958305478,0.0003704365517478436,0.00030026145395822823,0.999648928642273,0.0008000718080438672,0.00011051671026507393,0.00013493986625690013,0.004804462194442749,3.0425242584897205e-05,0.0006839249399490653,0.014060837216675282,3.448952702456154e-05,9.358197530673353e-06,0.16228248178958893,7.538776117144153e-05,6.299177766777575e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000116.jpg,['cat'],7.606368399137863e-06,0.0006708467844873668,0.0002998026611749083,9.474073158344254e-05,0.0002911423507612198,0.0004825425858143717,0.0016649068566039205,0.99874347448349,0.0009646973921917381,3.401625144761056e-05,0.0007289418135769665,0.0001604054996278137,4.4106043787905946e-05,0.00040719893877394503,0.0011703616473823786,0.0002752946165855974,6.032016699464292e-06,0.004877286963164806,0.00013456698798108846,0.00014863240357954055
../data/VOCdevkit\VOC2012\JPEGImages\2008_000119.jpg,['horse'],1.7894490156322718e-05,0.009811322204768658,0.00047928150161169475,4.493107553571463e-05,5.646459612762556e-05,6.787599704694003e-05,0.0044057127088308334,2.3319424144574438e-05,2.9504035410354845e-05,0.0015264599351212382,1.5409732441185042e-05,0.9154745936393738,0.7564292550086975,0.0002425982675049454,0.0039561400189995774,2.88806277239928e-05,2.292131830472499e-05,0.00021630694391205907,5.3226831369102e-05,2.068787580356002e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000120.jpg,['boat'],0.009078158996999264,0.0034741456620395184,0.0075558433309197435,0.4100343883037567,4.558669388643466e-06,0.009732799604535105,0.0029577454552054405,9.972383850254117e-05,0.0010165316052734852,6.934399425517769e-05,9.263836545869708e-05,2.4820990802254528e-05,0.0006898320862092077,0.00016110093565657738,0.1247515082359314,3.802531864494085e-05,9.581472113495693e-05,7.354124136327299e-06,0.0010417397134006023,0.00044763128971681
../data/VOCdevkit\VOC2012\JPEGImages\2008_000123.jpg,['bird'],0.00024975775158964103,0.007146222051233053,0.988892138004303,9.762534318724649e-05,0.00019309659546706823,0.0006630894495174289,0.003019457682967186,0.00019663547573145482,2.64638783846749e-05,0.00032066460698842997,0.00016400708409491926,8.644250192446634e-05,0.0003425193426664919,0.000140592543175444,0.004486284218728542,1.3237319762993138e-05,7.809919043211266e-05,2.8724451112793762e-05,0.00017170656064990908,7.90455742389895e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000133.jpg,"['bicycle', 'car']",4.669305053539574e-05,0.9998537302017212,0.00014528374595101923,3.7759073165943846e-05,6.809303158661351e-06,0.003636956214904785,0.8712367415428162,0.0001979683293029666,0.0001683978916844353,8.710713154869154e-05,2.2464748326456174e-05,0.00017088011372834444,6.0515925724757835e-05,0.8679834008216858,0.1986420750617981,0.0023973556235432625,6.054975528968499e-05,0.0001627148303668946,8.92869065864943e-05,3.0578768928535276e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000134.jpg,['bird'],0.7161449790000916,0.0011512449709698556,0.013842828571796416,0.0006955171120353043,0.0001832739217206836,0.001576384762302041,0.00024183685309253638,0.00010675290104700251,0.0005850819288752973,0.0016526969848200679,0.000206259181140922,0.0006961898761801423,0.0010091339936479926,0.0001455549645470455,0.018024174496531487,0.00031367209157906467,0.00012089309166185559,0.00023248259094543755,6.16336692473851e-05,8.337431063409895e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000138.jpg,"['dog', 'person']",0.00029456481570377946,0.015886444598436356,0.006071142852306366,0.0009597917087376118,4.43824183093966e-06,0.012714403681457044,0.0056638303212821475,0.0001276198890991509,0.029610877856612206,0.006630130112171172,0.0004920747014693916,0.002323115942999721,0.012720245867967606,0.00030873576179146767,0.1711714267730713,0.014807832427322863,0.00011333559086779131,0.00046384325833059853,0.0031896147411316638,0.0014454107731580734
../data/VOCdevkit\VOC2012\JPEGImages\2008_000140.jpg,['boat'],0.0013402068288996814,0.0001912729494506493,0.03039735928177834,0.9991405010223388,1.5383875506813638e-05,0.009158681146800518,0.013534988276660442,6.501316238427536e-05,2.3932592739583928e-05,0.0003568459360394627,8.196019189199434e-05,2.7175115974387154e-05,0.0019387529464438558,0.0005822947714477777,0.92496258020401,1.758059806888923e-05,0.0004158616648055613,1.1365418686182236e-05,0.0011201015440747142,1.7249987649847753e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000145.jpg,"['bottle', 'tvmonitor']",0.004342641681432724,0.009285780601203442,0.0008657292928546668,2.4404702344327234e-05,0.0012864334275946019,0.0005283741047605872,0.0011734265135601165,0.00029836694011464715,0.035782989114522934,1.3656067494594025e-05,9.631866123527287e-05,3.759103856282309e-05,0.0005644226330332457,0.0047405045479536065,0.3963518738746643,0.0001749355433275923,3.7964784951327597e-06,0.00022130008437670767,0.00014297083544079214,0.9960647225379944
../data/VOCdevkit\VOC2012\JPEGImages\2008_000149.jpg,"['chair', 'sofa']",9.151965059572832e-05,0.0008957052486948668,0.00014252655091695487,0.00016983368550427258,3.94278067687992e-05,0.0015132568078115582,0.0020665377378463745,0.001505346386693418,0.08088719099760057,0.0014475907664746044,0.00041252508526667947,0.0004594635684043169,0.00034239690285176033,0.00023022579262033105,0.016108043491840363,0.009015025570988657,8.064084977377206e-05,0.9970715045928956,6.276511703617871e-05,0.0010719697456806898
../data/VOCdevkit\VOC2012\JPEGImages\2008_000163.jpg,['car'],0.00011349446867825463,0.003019730327650905,9.198205225402488e-05,0.0004973820177838206,1.1687729056575336e-05,0.001616543740965426,0.99993097782135,0.00013592923642136154,9.462796879233791e-05,0.000459941424196586,0.001021268661133945,0.035878170281648636,5.227324800216593e-05,0.0003847499319817871,0.2260580658912659,0.0002198783040512353,0.0003586013917811215,0.00035234319511801004,5.258247620076872e-05,6.361360283335671e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000174.jpg,['car'],0.023578135296702385,0.003173427889123559,0.001911742961965501,0.0001755817502271384,6.255625066842185e-06,0.00048555922694504256,0.9946737289428712,2.494928594387602e-05,9.065418998943643e-05,0.00031045035575516517,0.00026489089941605926,2.06718614208512e-05,0.00019346276530995965,0.117776058614254,0.17036068439483645,1.0613593076413963e-05,0.00013431035040412098,8.24941980681615e-06,2.296002094226424e-05,2.287382449139841e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000177.jpg,['horse'],3.147960342175793e-06,0.000413920555729419,0.0074340561404824266,3.9804996049497277e-05,2.781589500955306e-06,5.6706717259658035e-06,5.606053309747949e-05,3.679957444546744e-06,8.227085572798387e-07,0.7889427542686462,3.1806025617697738e-06,0.03320901468396187,0.35785824060440063,0.0006903288885951043,3.639402621047338e-06,3.6347348213894286e-05,0.0002287868119310588,1.922684987221146e-06,2.1459740310092457e-05,6.346118425426539e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000182.jpg,['cat'],8.432725007878615e-05,0.001955982530489564,0.0007485777605324984,0.0006759555544704199,0.0015828362666070461,7.204284338513389e-05,0.0048317345790565005,0.9472497701644896,0.04729809984564781,4.22684897785075e-05,0.009501541964709759,1.1694909517245833e-05,0.000372983660781756,0.00024894706439226866,0.0033949692733585835,0.0005140241119079292,0.00042616113205440337,0.004141629207879305,0.00028748653130605817,0.07303526252508162
../data/VOCdevkit\VOC2012\JPEGImages\2008_000183.jpg,['dog'],1.8626593373483047e-05,0.0005569625645875932,4.109571818844415e-05,3.179263512720354e-05,0.0002055755321634933,1.6670344848535024e-05,0.00040152986184693873,0.0016894724685698748,4.9354307520843585e-06,0.00035819204640574753,2.0909631075483053e-06,0.9992644190788268,8.026071736821906e-05,5.7184864999726415e-05,0.1219390109181404,1.6977010091068225e-06,1.4407474736799484e-05,0.00019180346862412992,5.623478955385508e-06,1.1819433893833775e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000190.jpg,['train'],7.527347042923793e-05,0.003942331299185753,0.06271985173225403,0.0006160743068903685,9.005425818031654e-05,0.0042332494631409645,0.007381646428257227,7.537726196460426e-05,2.8506521630333733e-05,0.011167647317051888,8.692598203197122e-05,0.0006572448182851076,0.004397890530526638,0.0003980734327342361,0.015121407806873322,0.0015357871307060122,0.006054565776139498,4.120559970033355e-05,0.14640295505523682,5.112325743539259e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000194.jpg,"['bicycle', 'person']",8.648883522255345e-05,0.9999951124191284,0.00014253388508222994,1.6856618458405137e-05,3.3340114896418534e-05,0.2403502911329269,0.8274317979812622,2.703870268305764e-05,0.0001915865286719054,0.00010509271669434384,0.00010238280810881406,7.291021756827831e-05,0.0003544192877598107,0.00015967484796419742,0.9999271631240844,0.0011693827109411359,6.125555955804884e-05,0.0005063158459961414,0.010706412605941296,8.776464528637007e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000195.jpg,"['boat', 'person']",8.17137879494112e-06,0.003701749723404646,0.03627954423427582,0.1176702156662941,6.950798706384376e-05,0.00013768233475275338,2.563203815952875e-05,7.751482189632952e-05,0.000605245353654027,0.0006912004901096225,0.00015166019147727638,0.0008413894684053957,0.004171444568783046,0.05066743865609169,0.9999971389770508,2.48721735260915e-05,0.0005144348251633347,0.00025157458730973303,7.90596823208034e-06,7.687703146075363e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000203.jpg,"['car', 'motorbike', 'person']",6.0457814470282764e-06,0.015767227858304974,0.00039741763612255454,0.0006548601086251438,1.3318703167897185e-05,0.0004298599087633193,0.10434630513191223,7.523220847360791e-05,5.8414134400663904e-05,0.002943333238363266,0.00017035854398272932,0.0013055724557489155,0.006041634827852249,0.9237492680549622,0.9998373985290528,4.831610112887574e-06,0.003628759179264307,1.7478239897172898e-05,4.323068424127996e-05,2.540946661611088e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000204.jpg,['person'],5.340075404092204e-06,0.08167072385549545,0.02481183409690857,0.00022978238121140748,3.114584251306951e-05,0.0005531762726604939,0.31584861874580383,0.0003796466626226902,0.0006292798207141459,0.001109384698793292,0.0001879435876617208,0.005303715821355581,7.105198164936155e-05,0.0005738342879340053,0.07146665453910828,0.014937631785869597,0.0006945235072635113,0.003725660499185324,0.009839383885264395,0.0007276033866219223
../data/VOCdevkit\VOC2012\JPEGImages\2008_000213.jpg,['person'],3.818983168457635e-05,0.0001707130286376923,0.0003388590703252703,4.4706477638101205e-05,0.0001559648080728948,9.344315913040192e-05,0.01297515444457531,0.0009887475753203032,3.79346965928562e-05,2.484265860402957e-05,2.3640802737645568e-06,0.028816848993301388,0.0005547151667997241,0.003793028416112065,0.9456821084022522,2.4536659566365415e-06,7.749667929601857e-06,0.0001470191782573238,0.00021754877525381744,0.0005698695895262063
../data/VOCdevkit\VOC2012\JPEGImages\2008_000215.jpg,['person'],2.799809954012744e-05,0.0006223479867912829,0.0015043204184621572,6.264654075494036e-05,0.000566811126191169,0.00015305090346373618,0.0006581317284144461,0.0006283862167038022,0.00025947322137653833,0.0002054232754744589,0.0014077324885874989,0.0015287568094208837,0.0005416526691988112,0.0012265933910384776,0.9999998807907104,0.00045573859824799,0.0003264214610680938,0.0014738818863406775,0.00010933693556580693,0.00914808548986912
../data/VOCdevkit\VOC2012\JPEGImages\2008_000219.jpg,['horse'],4.126471594645409e-06,0.0001023533259285614,0.006388629786670208,0.00015775574138388038,3.803659637924284e-05,2.909794966399204e-05,0.0008899426320567727,4.0066632209345705e-05,0.0001898098853416741,0.0002747248508967459,0.00023225350014399737,0.00031773679074831307,0.9999556541442872,0.0002799452631734312,4.1101793613052e-05,8.920350228436291e-05,0.00021629106777254487,7.550292139058001e-06,3.2554562494624406e-05,1.951832564373035e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000222.jpg,"['cat', 'person']",0.00036812189500778913,0.00016688478353898972,0.00012614023580681533,0.0005054062348790467,0.00018799054669216278,7.835430733393878e-05,8.966855966718867e-05,0.004746663849800825,0.0005103651783429086,0.0008799280622042717,4.729882857645862e-05,0.2621468007564545,0.0005904650315642358,0.00015855682431720194,0.9879576563835144,7.042336801532656e-05,0.00011294418800389394,0.006106078624725342,1.8229646229883656e-05,5.3969532018527395e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000223.jpg,['person'],0.0018311169696971774,0.035734374076128006,0.0069721098989248284,0.0012132631381973624,0.000271294527919963,0.000323590385960415,0.0774318054318428,0.0001986802963074297,0.0005050122854299843,0.00012142420018790291,6.94874397595413e-05,9.893899550661445e-05,0.0010518603958189487,0.010550190694630146,0.9971848130226136,4.523339521256276e-05,5.8171652199234813e-05,6.212829612195492e-05,0.0007214723736979067,0.0003353072970639915
