image,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit\VOC2012\JPEGImages\2008_000051.jpg,0.00047339429147541523,0.0035226098261773586,9.772145858732983e-05,4.0964408981380984e-05,0.01104374136775732,0.00178820569999516,0.0067977020516991615,0.00028666516300290823,0.19121891260147095,2.7541416784515604e-05,0.011732961982488632,0.00010511575965210795,0.0013889266410842538,0.006349159404635429,0.9885878562927246,7.760934386169538e-05,5.6241819947899785e-06,0.03770861402153969,5.959492773399688e-05,0.00021463444863911718
../data/VOCdevkit\VOC2012\JPEGImages\2008_000052.jpg,0.0017522891284897923,0.04893004894256592,0.0002392489550402388,0.00010376037243986502,1.6098259948194027e-05,0.006560432258993387,0.9835625290870667,5.660001625074074e-05,1.5996703950804658e-05,0.00011043695849366486,0.00014992016076575965,2.0909586964990012e-05,0.010812846943736076,0.4754093885421753,0.9997450709342957,1.277480350836413e-06,0.0002893701894208789,5.536242952075554e-06,1.1818746315839235e-05,2.562577037679148e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000054.jpg,0.0031093438155949116,0.0009680709335952997,0.9963405132293701,0.0004075488541275263,0.0006726259016431868,3.467235728749074e-05,0.000474228902021423,2.4144595954567194e-05,0.00046768455649726093,2.2805497792433016e-05,0.00015841249842196703,0.00025053860736079514,8.83696338860318e-05,0.000611418392509222,3.2699117582524195e-05,2.4874802875274327e-06,0.0003285767452325672,0.00011320587509544566,8.812270607450046e-06,0.0009977110894396901
../data/VOCdevkit\VOC2012\JPEGImages\2008_000056.jpg,9.42623501032358e-06,0.0011180785950273275,1.9434203295531916e-06,1.579581294208765e-05,0.00010925033711828291,0.00040205862023867667,0.0006136529264040291,0.9999839067459106,1.3719433127334923e-06,0.00040070657269097865,1.0983299944200553e-05,0.0003225032123737037,7.367433863691986e-05,0.00025350175565108657,0.0003896423149853945,1.7524805571156321e-06,0.00011444649135228246,3.287229992565699e-05,0.0002659999008756131,1.3354316479308181e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000059.jpg,2.8172082238597795e-05,0.0021491528023034334,1.911908657348249e-05,0.0001883508375613019,4.3456843741296325e-06,0.0005616294220089912,0.005392242223024368,5.538060941034928e-05,2.783426498353947e-05,0.22771339118480682,2.6576652089715935e-05,0.9976110458374023,0.0006890547811053693,0.00031936250161379576,0.009951074607670307,0.00015291786985471845,7.867086242185906e-05,0.0001266738399863243,0.000201377464691177,1.3414550267043523e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000062.jpg,8.740458724787459e-06,0.016525177285075188,0.004931415431201458,7.748732605250552e-05,7.8452707384713e-05,0.00012673148012254387,0.0002597564016468823,0.1792539805173874,3.896535781677812e-05,0.0003575705923140049,4.674651427194476e-05,0.09013552963733673,0.0002952581853605807,0.00016074035374913365,0.0005612518871203065,0.013457249850034714,0.012900182977318764,0.0019790150690823793,0.00014685231144540012,4.666741006076336e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000064.jpg,0.999239444732666,0.00027925672475248575,2.6948759114020504e-05,2.091351598210167e-05,1.1038922821171582e-05,4.604630885296501e-05,0.002964702667668462,9.566098742652684e-05,3.0867556688463083e-06,3.911558087565936e-05,7.487322363886051e-06,0.0001167426526080817,0.0017974644433706999,0.0035577656235545874,0.3663349747657776,1.7763524056135793e-06,2.723144007177325e-06,7.750015356577933e-06,7.361625466728583e-05,4.530908881861251e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000067.jpg,0.0005902953562326729,6.810986815253273e-05,0.01775820180773735,0.0013723059091717005,0.0002842839458025992,0.00012076900020474568,0.00012502929894253612,0.005242194514721632,0.9553410410881042,2.367029264860321e-05,0.0029814550653100014,8.763729056227021e-06,0.0004865226801484823,2.0330546249169856e-05,0.7949974536895752,0.0002020510146394372,7.415691470669117e-06,0.010001476854085922,0.0001222699211211875,0.02619318664073944
../data/VOCdevkit\VOC2012\JPEGImages\2008_000073.jpg,6.315242899290752e-06,0.00146499986294657,0.013237549923360348,6.732284236932173e-05,4.0442333556711674e-05,4.877585161011666e-05,0.0006986899534240365,0.0018499152502045035,0.0002519298286642879,0.1494210809469223,0.00013225139991845936,0.2990097403526306,0.0006102982442826033,4.1691218939376995e-05,8.814756711217342e-07,0.00018515775445848703,0.03294845297932625,0.0002393550385022536,0.0007172900950536132,1.9813383914879523e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000075.jpg,3.7830399378435686e-05,0.0012141879415139556,0.0021029345225542784,0.0002380282385274768,1.8078195353155024e-05,0.99994957447052,0.006123779341578484,0.00031354499515146017,8.581526344642043e-05,9.95231166598387e-05,0.00026739767054095864,0.00019118432828690857,0.011808251030743122,9.922924800775945e-05,0.3364284932613373,1.297134076594375e-05,3.5111741453874856e-05,0.00013187802687752992,7.29379607946612e-05,5.737958417739719e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000076.jpg,5.659661837853491e-05,0.0004143421829212457,2.2546068066731095e-05,4.1327119106426835e-05,1.1901095604116563e-05,0.0009858804987743497,0.0001770811650203541,0.0007091924198903143,8.595318649895489e-05,0.008587555959820747,3.5504373954609036e-05,0.6633654832839966,0.9139075875282288,4.57507703686133e-05,0.00037354431697167456,1.1163646377099212e-05,1.8925979020423256e-05,0.00024323354591615498,0.00014851200103294104,5.1826380513375625e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000078.jpg,2.4054550522123463e-05,0.0008349196286872029,1.0139936421182938e-05,0.00023787330428604037,2.2461234038928524e-05,0.00022786877525504678,0.0005227781366556883,0.0003457274870015681,1.6158863218151964e-05,0.0019140271469950676,1.0150027264899109e-05,0.9993091821670532,0.00010743148595793173,0.0008045959984883666,0.6331846714019775,6.819338159402832e-05,2.121764191542752e-05,0.0005871388129889965,1.4325462871056516e-05,0.00020613196829799563
../data/VOCdevkit\VOC2012\JPEGImages\2008_000080.jpg,4.713110683951527e-06,0.0007242129649966955,0.0005097149405628443,0.00023212864471133798,5.091366620035842e-05,0.0018722953973338008,0.0072160642594099045,0.00041059424984268844,1.5564693967462517e-05,0.0003707309952005744,7.4383428909641225e-06,0.9998181462287903,0.005823624785989523,1.8229993656859733e-05,0.0034508989192545414,6.119945464888588e-05,5.588547082879813e-06,0.00015681613876949996,2.407346300969948e-06,0.001864570309408009
../data/VOCdevkit\VOC2012\JPEGImages\2008_000082.jpg,5.546898319153115e-05,0.004377674777060747,6.0915077483514324e-05,0.004012678284198046,5.351428990252316e-05,3.050609666388482e-05,0.002654311480000615,0.0001190862458315678,1.304814031755086e-05,0.00011541881394805387,8.356111356988549e-05,6.350477178784786e-06,0.010070777498185635,0.999256432056427,0.9999349117279053,2.1483424461621325e-06,9.740839595906436e-05,1.2913651517010294e-05,1.353294692307827e-06,8.123013230942888e-07
../data/VOCdevkit\VOC2012\JPEGImages\2008_000084.jpg,3.5792361359199276e-06,7.612418266944587e-05,0.01331300288438797,4.80053095088806e-05,7.180253760452615e-06,1.8419128537061624e-05,0.0005217479192651808,0.004858560860157013,1.2805693586415146e-05,0.026658395305275917,2.199112350353971e-05,0.00037776303361169994,5.2259241783758625e-05,3.173744335072115e-05,2.2989866010902915e-06,0.001286227605305612,0.814288318157196,5.223522748565301e-05,0.00012611316924449056,3.939176531275734e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000090.jpg,9.84755388344638e-07,0.8042301535606384,0.00038853142177686095,0.007977862842381,0.01749604381620884,0.0003981671470683068,0.16453254222869873,0.00011645557242445648,0.008312307298183441,0.00012596270244102925,1.000809879769804e-05,0.0001932971936184913,0.00024638668401166797,0.9829492568969727,1.0,0.00012373911158647388,0.0007630905020050704,0.00012182477803435177,1.1196719242434483e-05,1.949059333128389e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000107.jpg,0.00013018677418585867,0.00019150889420416206,0.00024260056670755148,0.001567147788591683,0.00026475987397134304,0.00011470542813185602,0.0018638416659086943,0.019818061962723732,0.9926568865776062,6.686097185593098e-05,0.045775167644023895,0.0005151129444129765,0.0003686966374516487,0.00044181503471918404,0.012275667861104012,0.0007464652298949659,7.236851615743944e-06,0.5242599248886108,1.4929267308616545e-05,0.042562708258628845
../data/VOCdevkit\VOC2012\JPEGImages\2008_000115.jpg,9.74998783931369e-06,0.001320988405495882,2.9141465347493067e-05,0.0003579334879759699,0.00016996572958305478,0.0003704365517478436,0.00030026145395822823,0.999648928642273,0.0008000718080438673,0.00011051671026507393,0.00013493986625690013,0.004804462194442749,3.0425242584897205e-05,0.0006839249399490654,0.014060837216675282,3.448952702456154e-05,9.358197530673351e-06,0.16228248178958893,7.538776117144153e-05,6.299177766777575e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000116.jpg,7.606368399137864e-06,0.0006708467844873667,0.0002998026611749083,9.474073158344254e-05,0.00029114235076121986,0.0004825425858143717,0.0016649068566039205,0.99874347448349,0.0009646973921917379,3.401625144761056e-05,0.0007289418135769665,0.0001604054996278137,4.4106043787905946e-05,0.000407198938773945,0.0011703616473823786,0.0002752946165855974,6.032016699464293e-06,0.004877286963164806,0.00013456698798108846,0.00014863240357954055
../data/VOCdevkit\VOC2012\JPEGImages\2008_000119.jpg,1.7894490156322718e-05,0.009811322204768658,0.0004792815016116947,4.4931075535714626e-05,5.6464596127625555e-05,6.787599704694003e-05,0.0044057127088308334,2.331942414457444e-05,2.9504035410354845e-05,0.0015264599351212382,1.5409732441185042e-05,0.9154745936393738,0.7564292550086975,0.0002425982675049454,0.003956140018999577,2.8880627723992802e-05,2.292131830472499e-05,0.00021630694391205907,5.3226831369102e-05,2.068787580356002e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000120.jpg,0.009078158996999264,0.0034741456620395184,0.007555843330919743,0.4100343883037567,4.558669388643466e-06,0.009732799604535103,0.0029577454552054405,9.972383850254118e-05,0.0010165316052734852,6.934399425517768e-05,9.263836545869708e-05,2.4820990802254528e-05,0.0006898320862092078,0.00016110093565657735,0.1247515082359314,3.802531864494085e-05,9.581472113495693e-05,7.3541241363273e-06,0.0010417397134006023,0.00044763128971681
../data/VOCdevkit\VOC2012\JPEGImages\2008_000123.jpg,0.000249757751589641,0.007146222051233053,0.988892138004303,9.762534318724647e-05,0.00019309659546706825,0.0006630894495174289,0.003019457682967186,0.0001966354757314548,2.64638783846749e-05,0.00032066460698843,0.00016400708409491926,8.644250192446634e-05,0.00034251934266649187,0.000140592543175444,0.004486284218728542,1.3237319762993138e-05,7.809919043211266e-05,2.872445111279376e-05,0.00017170656064990908,7.90455742389895e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000133.jpg,4.669305053539574e-05,0.9998537302017212,0.00014528374595101923,3.7759073165943846e-05,6.809303158661351e-06,0.003636956214904785,0.8712367415428162,0.0001979683293029666,0.0001683978916844353,8.710713154869154e-05,2.2464748326456174e-05,0.00017088011372834444,6.0515925724757835e-05,0.8679834008216858,0.1986420750617981,0.0023973556235432625,6.054975528968498e-05,0.0001627148303668946,8.92869065864943e-05,3.057876892853528e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000134.jpg,0.7161449790000916,0.0011512449709698558,0.013842828571796417,0.0006955171120353043,0.00018327392172068357,0.001576384762302041,0.00024183685309253633,0.00010675290104700252,0.0005850819288752973,0.0016526969848200679,0.000206259181140922,0.0006961898761801422,0.0010091339936479926,0.00014555496454704553,0.018024174496531487,0.0003136720915790647,0.00012089309166185558,0.00023248259094543755,6.163366924738511e-05,8.337431063409895e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000138.jpg,0.00029456481570377946,0.015886444598436356,0.006071142852306366,0.0009597917087376118,4.43824183093966e-06,0.012714403681457043,0.005663830321282148,0.0001276198890991509,0.029610877856612206,0.006630130112171173,0.0004920747014693916,0.0023231159429997206,0.012720245867967606,0.00030873576179146767,0.1711714267730713,0.014807832427322865,0.00011333559086779132,0.0004638432583305985,0.0031896147411316633,0.0014454107731580734
../data/VOCdevkit\VOC2012\JPEGImages\2008_000140.jpg,0.0013402068288996816,0.00019127294945064932,0.030397359281778336,0.9991405010223389,1.5383875506813638e-05,0.009158681146800518,0.013534988276660442,6.501316238427535e-05,2.3932592739583924e-05,0.0003568459360394627,8.196019189199433e-05,2.7175115974387154e-05,0.0019387529464438558,0.0005822947714477777,0.92496258020401,1.758059806888923e-05,0.0004158616648055613,1.1365418686182238e-05,0.0011201015440747142,1.7249987649847753e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000145.jpg,0.004342641681432724,0.009285780601203442,0.0008657292928546667,2.4404702344327234e-05,0.001286433427594602,0.0005283741047605872,0.0011734265135601163,0.00029836694011464715,0.035782989114522934,1.3656067494594026e-05,9.631866123527288e-05,3.759103856282309e-05,0.0005644226330332458,0.004740504547953606,0.3963518738746643,0.0001749355433275923,3.79647849513276e-06,0.00022130008437670767,0.00014297083544079214,0.9960647225379944
../data/VOCdevkit\VOC2012\JPEGImages\2008_000149.jpg,9.151965059572831e-05,0.0008957052486948669,0.00014252655091695487,0.00016983368550427258,3.94278067687992e-05,0.0015132568078115582,0.0020665377378463745,0.001505346386693418,0.08088719099760056,0.0014475907664746046,0.0004125250852666795,0.0004594635684043169,0.0003423969028517604,0.00023022579262033105,0.016108043491840363,0.009015025570988655,8.064084977377206e-05,0.9970715045928955,6.276511703617871e-05,0.0010719697456806898
../data/VOCdevkit\VOC2012\JPEGImages\2008_000163.jpg,0.00011349446867825463,0.0030197303276509047,9.198205225402489e-05,0.0004973820177838206,1.1687729056575336e-05,0.001616543740965426,0.9999309778213501,0.00013592923642136157,9.462796879233792e-05,0.000459941424196586,0.001021268661133945,0.035878170281648636,5.227324800216593e-05,0.0003847499319817871,0.22605806589126587,0.00021987830405123532,0.0003586013917811215,0.00035234319511801004,5.2582476200768724e-05,6.361360283335671e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000174.jpg,0.023578135296702385,0.003173427889123559,0.0019117429619655013,0.0001755817502271384,6.255625066842185e-06,0.0004855592269450426,0.9946737289428711,2.494928594387602e-05,9.065418998943642e-05,0.0003104503557551652,0.00026489089941605926,2.06718614208512e-05,0.00019346276530995965,0.117776058614254,0.17036068439483643,1.0613593076413963e-05,0.00013431035040412098,8.24941980681615e-06,2.2960020942264237e-05,2.287382449139841e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000177.jpg,3.147960342175793e-06,0.000413920555729419,0.007434056140482426,3.9804996049497277e-05,2.781589500955306e-06,5.6706717259658035e-06,5.606053309747949e-05,3.6799574445467442e-06,8.227085572798387e-07,0.7889427542686462,3.180602561769774e-06,0.03320901468396187,0.35785824060440063,0.0006903288885951042,3.6394026210473385e-06,3.634734821389429e-05,0.00022878681193105876,1.922684987221146e-06,2.1459740310092457e-05,6.346118425426539e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000182.jpg,8.432725007878616e-05,0.001955982530489564,0.0007485777605324984,0.0006759555544704199,0.0015828362666070461,7.204284338513389e-05,0.004831734579056501,0.9472497701644897,0.04729809984564781,4.22684897785075e-05,0.009501541964709759,1.1694909517245833e-05,0.00037298366078175604,0.00024894706439226866,0.0033949692733585835,0.0005140241119079292,0.0004261611320544034,0.004141629207879305,0.00028748653130605817,0.07303526252508163
../data/VOCdevkit\VOC2012\JPEGImages\2008_000183.jpg,1.8626593373483047e-05,0.0005569625645875931,4.109571818844415e-05,3.179263512720354e-05,0.00020557553216349334,1.6670344848535024e-05,0.00040152986184693873,0.0016894724685698748,4.935430752084358e-06,0.00035819204640574753,2.090963107548305e-06,0.9992644190788269,8.026071736821905e-05,5.7184864999726415e-05,0.12193901091814041,1.6977010091068223e-06,1.4407474736799486e-05,0.0001918034686241299,5.623478955385508e-06,1.1819433893833775e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000190.jpg,7.527347042923793e-05,0.003942331299185753,0.06271985173225403,0.0006160743068903685,9.005425818031654e-05,0.0042332494631409645,0.007381646428257227,7.537726196460426e-05,2.8506521630333737e-05,0.011167647317051888,8.692598203197122e-05,0.0006572448182851076,0.004397890530526638,0.0003980734327342361,0.015121407806873322,0.0015357871307060122,0.006054565776139498,4.120559970033355e-05,0.14640295505523682,5.112325743539259e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000194.jpg,8.648883522255346e-05,0.9999951124191284,0.00014253388508222997,1.6856618458405137e-05,3.334011489641853e-05,0.24035029113292694,0.8274317979812622,2.7038702683057636e-05,0.0001915865286719054,0.00010509271669434384,0.00010238280810881406,7.291021756827831e-05,0.0003544192877598107,0.0001596748479641974,0.9999271631240845,0.0011693827109411359,6.125555955804884e-05,0.0005063158459961414,0.010706412605941296,8.776464528637007e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000195.jpg,8.17137879494112e-06,0.003701749723404646,0.03627954423427582,0.1176702156662941,6.950798706384376e-05,0.00013768233475275338,2.5632038159528747e-05,7.751482189632952e-05,0.000605245353654027,0.0006912004901096225,0.00015166019147727638,0.0008413894684053957,0.004171444568783045,0.05066743865609169,0.9999971389770508,2.48721735260915e-05,0.0005144348251633346,0.00025157458730973303,7.90596823208034e-06,7.687703146075364e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000203.jpg,6.045781447028276e-06,0.015767227858304977,0.00039741763612255454,0.0006548601086251438,1.3318703167897183e-05,0.00042985990876331925,0.10434630513191223,7.52322084736079e-05,5.84141344006639e-05,0.002943333238363266,0.00017035854398272932,0.0013055724557489157,0.006041634827852249,0.9237492680549622,0.9998373985290527,4.831610112887574e-06,0.003628759179264307,1.7478239897172898e-05,4.323068424127996e-05,2.5409466616110876e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000204.jpg,5.340075404092204e-06,0.08167072385549545,0.02481183409690857,0.00022978238121140748,3.114584251306951e-05,0.0005531762726604939,0.31584861874580383,0.0003796466626226902,0.0006292798207141459,0.001109384698793292,0.0001879435876617208,0.005303715821355581,7.105198164936155e-05,0.0005738342879340053,0.07146665453910828,0.014937631785869598,0.0006945235072635114,0.0037256604991853237,0.009839383885264397,0.0007276033866219223
../data/VOCdevkit\VOC2012\JPEGImages\2008_000213.jpg,3.818983168457635e-05,0.00017071302863769233,0.0003388590703252703,4.4706477638101205e-05,0.0001559648080728948,9.344315913040191e-05,0.01297515444457531,0.0009887475753203034,3.79346965928562e-05,2.4842658604029566e-05,2.364080273764557e-06,0.02881684899330139,0.0005547151667997241,0.0037930284161120653,0.9456821084022522,2.4536659566365415e-06,7.749667929601856e-06,0.0001470191782573238,0.00021754877525381744,0.0005698695895262063
../data/VOCdevkit\VOC2012\JPEGImages\2008_000215.jpg,2.799809954012744e-05,0.0006223479867912829,0.0015043204184621572,6.264654075494036e-05,0.000566811126191169,0.00015305090346373618,0.0006581317284144461,0.0006283862167038023,0.0002594732213765383,0.00020542327547445893,0.0014077324885874987,0.0015287568094208837,0.0005416526691988111,0.0012265933910384774,0.9999998807907104,0.00045573859824799,0.0003264214610680938,0.0014738818863406777,0.00010933693556580693,0.009148085489869118
../data/VOCdevkit\VOC2012\JPEGImages\2008_000219.jpg,4.126471594645409e-06,0.00010235332592856139,0.006388629786670208,0.00015775574138388038,3.803659637924284e-05,2.909794966399204e-05,0.0008899426320567727,4.00666322093457e-05,0.0001898098853416741,0.0002747248508967459,0.00023225350014399737,0.00031773679074831307,0.9999556541442871,0.00027994526317343116,4.1101793613051996e-05,8.920350228436291e-05,0.00021629106777254492,7.550292139058001e-06,3.2554562494624406e-05,1.951832564373035e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000222.jpg,0.00036812189500778913,0.00016688478353898972,0.00012614023580681533,0.0005054062348790467,0.00018799054669216275,7.835430733393878e-05,8.966855966718867e-05,0.004746663849800825,0.0005103651783429086,0.0008799280622042716,4.729882857645862e-05,0.26214680075645447,0.0005904650315642357,0.00015855682431720197,0.9879576563835144,7.042336801532656e-05,0.00011294418800389394,0.006106078624725342,1.8229646229883656e-05,5.396953201852739e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000223.jpg,0.0018311169696971774,0.035734374076128006,0.006972109898924828,0.0012132631381973624,0.000271294527919963,0.000323590385960415,0.0774318054318428,0.00019868029630742967,0.0005050122854299843,0.0001214242001879029,6.94874397595413e-05,9.893899550661445e-05,0.0010518603958189487,0.010550190694630146,0.9971848130226135,4.5233395212562755e-05,5.8171652199234813e-05,6.212829612195492e-05,0.0007214723736979067,0.00033530729706399143
../data/VOCdevkit\VOC2012\JPEGImages\2008_000233.jpg,0.0001401710178470239,0.01704571768641472,0.0030792756006121635,0.0008684608619660139,4.9952770496020094e-05,0.00044530650484375656,0.012374311685562134,0.0005660474998876452,9.852346920524724e-06,0.0014203543541952968,8.546247408958152e-05,0.0001130074160755612,0.007546436972916126,0.00033126442576758564,0.9999910593032837,0.00041809718823060393,0.0007589607266709208,2.4604456484667026e-05,1.5114380403247196e-05,5.133660670253448e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000234.jpg,1.1259821803832892e-05,0.00022516438912134618,0.0001583951379870996,0.00035473753814585507,0.0014025750569999218,0.00014769559493288398,0.002651006216183305,0.000536023173481226,0.004748984705656767,0.0002441436517983675,0.008586865849792957,0.005758105777204037,0.000411884393543005,0.002422061050310731,0.9999891519546509,0.00011120807903353125,0.0002458209346514195,0.0014306858647614717,1.634403452044353e-05,0.00038849940756335855
